exposed,infected,n_general_tested,n_infected_tested,n_neighbors_tested,n_neighbors_traced,quarantined,recovered,susceptible,test_rate,step,day
860,269,0,0,0,0,0,358,8513,0.0,72,14.4
871,288,0,0,0,0,0,370,8471,0.0,73,14.6
870,312,0,0,0,0,0,387,8431,0.0,74,14.8
886,330,0,0,0,0,0,404,8380,0.0,75,15.0
893,352,0,0,0,0,0,420,8335,0.0,76,15.2
902,354,0,0,0,0,0,446,8298,0.0,77,15.4
935,348,0,0,0,0,0,479,8238,0.0,78,15.6
941,366,0,0,0,0,0,496,8197,0.0,79,15.8
958,374,0,0,0,0,0,522,8146,0.0,80,16.0
962,379,0,0,0,0,0,545,8114,0.0,81,16.2
992,389,0,0,0,0,0,568,8051,0.0,82,16.4
1006,409,0,0,0,0,0,589,7996,0.0,83,16.6
1018,422,0,0,0,0,0,614,7946,0.0,84,16.8
1029,435,0,0,0,0,0,637,7899,0.0,85,17.0
1048,450,0,0,0,0,0,661,7841,0.0,86,17.2
1064,463,0,0,0,0,0,692,7781,0.0,87,17.4
1070,486,0,0,0,0,0,715,7729,0.0,88,17.6
1085,504,0,0,0,0,0,740,7671,0.0,89,17.8
1086,526,0,0,0,0,0,768,7620,0.0,90,18.0
1096,533,0,0,0,0,0,804,7567,0.0,91,18.2
1109,547,0,0,0,0,0,835,7509,0.0,92,18.4
1144,552,0,0,0,0,0,864,7440,0.0,93,18.6
1155,551,0,0,0,0,0,903,7391,0.0,94,18.8
1152,566,0,0,0,0,0,939,7343,0.0,95,19.0
1155,579,0,0,0,0,0,974,7292,0.0,96,19.2
1175,585,0,0,0,0,0,1008,7232,0.0,97,19.4
1174,592,0,0,0,0,0,1043,7191,0.0,98,19.6
1174,607,0,0,0,0,0,1076,7143,0.0,99,19.8
1179,615,0,0,0,0,0,1117,7089,0.0,100,20.0
1195,620,0,0,0,0,0,1155,7030,0.0,101,20.2
1175,636,0,0,0,0,0,1197,6992,0.0,102,20.4
1175,651,0,0,0,0,0,1229,6945,0.0,103,20.6
1168,668,0,0,0,0,0,1265,6899,0.0,104,20.8
1171,684,0,0,0,0,0,1300,6845,0.0,105,21.0
1201,676,0,0,0,0,0,1343,6780,0.0,106,21.2
1196,689,0,0,0,0,0,1388,6727,0.0,107,21.4
1205,703,0,0,0,0,0,1422,6670,0.0,108,21.6
1216,709,0,0,0,0,0,1456,6619,0.0,109,21.8
1215,722,0,0,0,0,0,1493,6570,0.0,110,22.0
1224,737,0,0,0,0,0,1524,6515,0.0,111,22.2
1225,731,0,0,0,0,0,1579,6465,0.0,112,22.4
1233,733,0,0,0,0,0,1629,6405,0.0,113,22.6
1213,728,0,0,0,0,0,1694,6365,0.0,114,22.8
1213,740,0,0,0,0,0,1732,6315,0.0,115,23.0
1193,752,0,0,0,0,0,1782,6273,0.0,116,23.2
1184,753,0,0,0,0,0,1825,6238,0.0,117,23.4
1171,769,0,0,0,0,0,1871,6189,0.0,118,23.6
1167,770,0,0,0,0,0,1922,6141,0.0,119,23.8
1170,755,0,0,0,0,0,1982,6093,0.0,120,24.0
1155,771,0,0,0,0,0,2022,6052,0.0,121,24.2
1141,780,0,0,0,0,0,2061,6018,0.0,122,24.4
1135,777,0,0,0,0,0,2106,5982,0.0,123,24.6
1112,781,0,0,0,0,0,2153,5954,0.0,124,24.8
1104,779,0,0,0,0,0,2197,5920,0.0,125,25.0
1108,766,0,0,0,0,0,2250,5876,0.0,126,25.2
1094,755,0,0,0,0,0,2306,5845,0.0,127,25.4
1099,738,0,0,0,0,0,2358,5805,0.0,128,25.6
1097,739,0,0,0,0,0,2400,5764,0.0,129,25.8
1097,736,0,0,0,0,0,2442,5725,0.0,130,26.0
1092,731,0,0,0,0,0,2487,5690,0.0,131,26.2
1092,725,0,0,0,0,0,2527,5656,0.0,132,26.4
1075,730,0,0,0,0,0,2567,5628,0.0,133,26.6
1050,717,0,0,0,0,0,2629,5604,0.0,134,26.8
1047,708,0,0,0,0,0,2668,5577,0.0,135,27.0
1037,692,0,0,0,0,0,2729,5542,0.0,136,27.2
1008,704,0,0,0,0,0,2772,5516,0.0,137,27.4
1010,688,0,0,0,0,0,2818,5484,0.0,138,27.6
1012,687,0,0,0,0,0,2854,5447,0.0,139,27.8
993,689,0,0,0,0,0,2898,5420,0.0,140,28.0
971,694,0,0,0,0,0,2937,5398,0.0,141,28.2
953,694,0,0,0,0,0,2978,5375,0.0,142,28.4
939,707,0,0,0,0,0,3006,5348,0.0,143,28.6
926,696,0,0,0,0,0,3052,5326,0.0,144,28.8
903,699,0,0,0,0,0,3096,5302,0.0,145,29.0
878,700,0,0,0,0,0,3134,5288,0.0,146,29.2
865,694,0,0,0,0,0,3175,5266,0.0,147,29.4
860,687,0,0,0,0,0,3213,5240,0.0,148,29.6
842,678,0,0,0,0,0,3257,5223,0.0,149,29.8
827,682,0,0,0,0,0,3291,5200,0.0,150,30.0
823,678,0,0,0,0,0,3322,5177,0.0,151,30.2
823,659,0,0,0,0,0,3363,5155,0.0,152,30.4
826,652,0,0,0,0,0,3397,5125,0.0,153,30.6
810,640,0,0,0,0,0,3442,5108,0.0,154,30.8
799,623,0,0,0,0,0,3493,5085,0.0,155,31.0
781,612,0,0,0,0,0,3540,5067,0.0,156,31.2
768,616,0,0,0,0,0,3572,5044,0.0,157,31.4
747,613,0,0,0,0,0,3616,5024,0.0,158,31.6
735,604,0,0,0,0,0,3652,5009,0.0,159,31.8
718,607,0,0,0,0,0,3687,4988,0.0,160,32.0
704,608,0,0,0,0,0,3718,4970,0.0,161,32.2
697,600,0,0,0,0,0,3749,4954,0.0,162,32.4
691,584,0,0,0,0,0,3788,4937,0.0,163,32.6
674,583,0,0,0,0,0,3820,4923,0.0,164,32.8
664,573,0,0,0,0,0,3857,4906,0.0,165,33.0
647,563,0,0,0,0,0,3896,4894,0.0,166,33.2
643,552,0,0,0,0,0,3928,4877,0.0,167,33.4
636,542,0,0,0,0,0,3960,4862,0.0,168,33.6
628,540,0,0,0,0,0,3984,4848,0.0,169,33.8
605,552,0,0,0,0,0,4009,4834,0.0,170,34.0
595,542,0,0,0,0,0,4042,4821,0.0,171,34.2
582,538,0,0,0,0,0,4070,4810,0.0,172,34.4
569,539,0,0,0,0,0,4095,4797,0.0,173,34.6
565,533,0,0,0,0,0,4117,4785,0.0,174,34.8
555,534,0,0,0,0,0,4141,4770,0.0,175,35.0
549,530,0,0,0,0,0,4166,4755,0.0,176,35.2
536,519,0,0,0,0,0,4201,4744,0.0,177,35.4
535,508,0,0,0,0,0,4229,4728,0.0,178,35.6
525,496,0,0,0,0,0,4267,4712,0.0,179,35.8
514,494,0,0,0,0,0,4291,4701,0.0,180,36.0
506,477,0,0,0,0,0,4324,4693,0.0,181,36.2
493,468,0,0,0,0,0,4354,4685,0.0,182,36.4
484,454,0,0,0,0,0,4387,4675,0.0,183,36.6
481,442,0,0,0,0,0,4417,4660,0.0,184,36.8
473,433,0,0,0,0,0,4439,4655,0.0,185,37.0
465,421,0,0,0,0,0,4469,4645,0.0,186,37.2
462,414,0,0,0,0,0,4488,4636,0.0,187,37.4
449,411,0,0,0,0,0,4509,4631,0.0,188,37.6
437,408,0,0,0,0,0,4534,4621,0.0,189,37.8
427,400,0,0,0,0,0,4560,4613,0.0,190,38.0
413,384,0,0,0,0,0,4593,4610,0.0,191,38.2
399,380,0,0,0,0,0,4614,4607,0.0,192,38.4
391,372,0,0,0,0,0,4637,4600,0.0,193,38.6
386,369,0,0,0,0,0,4655,4590,0.0,194,38.8
374,372,0,0,0,0,0,4676,4578,0.0,195,39.0
367,366,0,0,0,0,0,4695,4572,0.0,196,39.2
353,365,0,0,0,0,0,4716,4566,0.0,197,39.4
345,361,0,0,0,0,0,4735,4559,0.0,198,39.6
337,347,0,0,0,0,0,4764,4552,0.0,199,39.8
330,342,0,0,0,0,0,4780,4548,0.0,200,40.0
320,338,0,0,0,0,0,4801,4541,0.0,201,40.2
311,331,0,0,0,0,0,4821,4537,0.0,202,40.4
306,327,0,0,0,0,0,4840,4527,0.0,203,40.6
297,325,0,0,0,0,0,4854,4524,0.0,204,40.8
286,320,0,0,0,0,0,4875,4519,0.0,205,41.0
278,313,0,0,0,0,0,4896,4513,0.0,206,41.2
266,306,0,0,0,0,0,4922,4506,0.0,207,41.4
264,293,0,0,0,0,0,4944,4499,0.0,208,41.6
262,284,0,0,0,0,0,4961,4493,0.0,209,41.8
256,279,0,0,0,0,0,4977,4488,0.0,210,42.0
254,274,0,0,0,0,0,4990,4482,0.0,211,42.2
247,267,0,0,0,0,0,5008,4478,0.0,212,42.4
244,257,0,0,0,0,0,5025,4474,0.0,213,42.6
238,253,0,0,0,0,0,5041,4468,0.0,214,42.8
241,240,0,0,0,0,0,5056,4463,0.0,215,43.0
235,236,0,0,0,0,0,5070,4459,0.0,216,43.2
237,228,0,0,0,0,0,5085,4450,0.0,217,43.4
226,226,0,0,0,0,0,5099,4449,0.0,218,43.6
223,226,0,0,0,0,0,5111,4440,0.0,219,43.8
215,226,0,0,0,0,0,5121,4438,0.0,220,44.0
207,221,0,0,0,0,0,5137,4435,0.0,221,44.2
204,218,0,0,0,0,0,5149,4429,0.0,222,44.4
203,211,0,0,0,0,0,5160,4426,0.0,223,44.6
206,200,0,0,0,0,0,5176,4418,0.0,224,44.8
199,204,0,0,0,0,0,5185,4412,0.0,225,45.0
189,208,0,0,0,0,0,5195,4408,0.0,226,45.2
188,203,0,0,0,0,0,5204,4405,0.0,227,45.4
183,195,0,0,0,0,0,5218,4404,0.0,228,45.6
177,192,0,0,0,0,0,5229,4402,0.0,229,45.8
171,189,0,0,0,0,0,5243,4397,0.0,230,46.0
169,187,0,0,0,0,0,5252,4392,0.0,231,46.2
166,182,0,0,0,0,0,5263,4389,0.0,232,46.4
162,180,0,0,0,0,0,5270,4388,0.0,233,46.6
161,175,0,0,0,0,0,5278,4386,0.0,234,46.8
157,166,0,0,0,0,0,5293,4384,0.0,235,47.0
149,167,0,0,0,0,0,5303,4381,0.0,236,47.2
139,168,0,0,0,0,0,5315,4378,0.0,237,47.4
126,171,0,0,0,0,0,5326,4377,0.0,238,47.6
119,166,0,0,0,0,0,5339,4376,0.0,239,47.8
117,159,0,0,0,0,0,5354,4370,0.0,240,48.0
114,156,0,0,0,0,0,5362,4368,0.0,241,48.2
107,146,0,0,0,0,0,5380,4367,0.0,242,48.4
109,139,0,0,0,0,0,5390,4362,0.0,243,48.6
103,137,0,0,0,0,0,5399,4361,0.0,244,48.8
102,128,0,0,0,0,0,5411,4359,0.0,245,49.0
99,127,0,0,0,0,0,5416,4358,0.0,246,49.2
97,126,0,0,0,0,0,5423,4354,0.0,247,49.4
96,125,0,0,0,0,0,5426,4353,0.0,248,49.6
94,124,0,0,0,0,0,5431,4351,0.0,249,49.8
94,115,0,0,0,0,0,5441,4350,0.0,250,50.0
92,112,0,0,0,0,0,5447,4349,0.0,251,50.2
87,115,0,0,0,0,0,5450,4348,0.0,252,50.4
79,115,0,0,0,0,0,5459,4347,0.0,253,50.6
76,110,0,0,0,0,0,5468,4346,0.0,254,50.8
75,102,0,0,0,0,0,5478,4345,0.0,255,51.0
69,98,0,0,0,0,0,5488,4345,0.0,256,51.2
66,96,0,0,0,0,0,5493,4345,0.0,257,51.4
63,99,0,0,0,0,0,5496,4342,0.0,258,51.6
62,94,0,0,0,0,0,5502,4342,0.0,259,51.8
60,88,0,0,0,0,0,5511,4341,0.0,260,52.0
58,87,0,0,0,0,0,5515,4340,0.0,261,52.2
59,84,0,0,0,0,0,5520,4337,0.0,262,52.4
60,83,0,0,0,0,0,5522,4335,0.0,263,52.6
56,85,0,0,0,0,0,5526,4333,0.0,264,52.8
55,83,0,0,0,0,0,5530,4332,0.0,265,53.0
52,80,0,0,0,0,0,5536,4332,0.0,266,53.2
49,77,0,0,0,0,0,5543,4331,0.0,267,53.4
47,74,0,0,0,0,0,5548,4331,0.0,268,53.6
48,68,0,0,0,0,0,5554,4330,0.0,269,53.8
49,62,0,0,0,0,0,5561,4328,0.0,270,54.0
47,61,0,0,0,0,0,5564,4328,0.0,271,54.2
45,57,0,0,0,0,0,5570,4328,0.0,272,54.4
41,59,0,0,0,0,0,5572,4328,0.0,273,54.6
38,57,0,0,0,0,0,5577,4328,0.0,274,54.8
37,55,0,0,0,0,0,5580,4328,0.0,275,55.0
35,56,0,0,0,0,0,5582,4327,0.0,276,55.2
35,57,0,0,0,0,0,5583,4325,0.0,277,55.4
37,53,0,0,0,0,0,5587,4323,0.0,278,55.6
37,51,0,0,0,0,0,5590,4322,0.0,279,55.8
34,51,0,0,0,0,0,5593,4322,0.0,280,56.0
31,51,0,0,0,0,0,5596,4322,0.0,281,56.2
32,49,0,0,0,0,0,5598,4321,0.0,282,56.4
31,49,0,0,0,0,0,5599,4321,0.0,283,56.6
28,49,0,0,0,0,0,5603,4320,0.0,284,56.8
27,49,0,0,0,0,0,5605,4319,0.0,285,57.0
27,42,0,0,0,0,0,5612,4319,0.0,286,57.2
28,39,0,0,0,0,0,5615,4318,0.0,287,57.4
26,40,0,0,0,0,0,5616,4318,0.0,288,57.6
25,40,0,0,0,0,0,5617,4318,0.0,289,57.8
25,37,0,0,0,0,0,5621,4317,0.0,290,58.0
24,35,0,0,0,0,0,5624,4317,0.0,291,58.2
24,35,0,0,0,0,0,5624,4317,0.0,292,58.4
25,32,0,0,0,0,0,5628,4315,0.0,293,58.6
27,31,0,0,0,0,0,5629,4313,0.0,294,58.8
26,29,0,0,0,0,0,5632,4313,0.0,295,59.0
27,28,0,0,0,0,0,5633,4312,0.0,296,59.2
25,29,0,0,0,0,0,5634,4312,0.0,297,59.4
24,25,0,0,0,0,0,5639,4312,0.0,298,59.6
22,25,0,0,0,0,0,5641,4312,0.0,299,59.8
22,23,0,0,0,0,0,5643,4312,0.0,300,60.0
21,22,0,0,0,0,0,5645,4312,0.0,301,60.2
21,17,0,0,0,0,0,5650,4312,0.0,302,60.4
21,15,0,0,0,0,0,5652,4312,0.0,303,60.6
20,15,0,0,0,0,0,5653,4312,0.0,304,60.8
19,15,0,0,0,0,0,5654,4312,0.0,305,61.0
16,17,0,0,0,0,0,5655,4312,0.0,306,61.2
17,14,0,0,0,0,0,5658,4311,0.0,307,61.4
17,14,0,0,0,0,0,5658,4311,0.0,308,61.6
16,15,0,0,0,0,0,5658,4311,0.0,309,61.8
17,14,0,0,0,0,0,5659,4310,0.0,310,62.0
16,15,0,0,0,0,0,5659,4310,0.0,311,62.2
15,15,0,0,0,0,0,5660,4310,0.0,312,62.4
15,14,0,0,0,0,0,5661,4310,0.0,313,62.6
15,14,0,0,0,0,0,5661,4310,0.0,314,62.8
15,13,0,0,0,0,0,5662,4310,0.0,315,63.0
15,11,0,0,0,0,0,5664,4310,0.0,316,63.2
14,10,0,0,0,0,0,5666,4310,0.0,317,63.4
15,10,0,0,0,0,0,5666,4309,0.0,318,63.6
15,9,0,0,0,0,0,5667,4309,0.0,319,63.8
14,10,0,0,0,0,0,5667,4309,0.0,320,64.0
15,10,0,0,0,0,0,5667,4308,0.0,321,64.2
15,9,0,0,0,0,0,5668,4308,0.0,322,64.4
15,9,0,0,0,0,0,5668,4308,0.0,323,64.6
15,8,0,0,0,0,0,5669,4308,0.0,324,64.8
15,8,0,0,0,0,0,5669,4308,0.0,325,65.0
12,11,0,0,0,0,0,5669,4308,0.0,326,65.2
10,13,0,0,0,0,0,5669,4308,0.0,327,65.4
10,13,0,0,0,0,0,5669,4308,0.0,328,65.6
10,12,0,0,0,0,0,5670,4308,0.0,329,65.8
10,11,0,0,0,0,0,5671,4308,0.0,330,66.0
10,10,0,0,0,0,0,5672,4308,0.0,331,66.2
10,10,0,0,0,0,0,5673,4307,0.0,332,66.4
8,12,0,0,0,0,0,5673,4307,0.0,333,66.6
7,13,0,0,0,0,0,5673,4307,0.0,334,66.8
8,13,0,0,0,0,0,5673,4306,0.0,335,67.0
8,12,0,0,0,0,0,5674,4306,0.0,336,67.2
8,10,0,0,0,0,0,5676,4306,0.0,337,67.4
8,9,0,0,0,0,0,5677,4306,0.0,338,67.6
8,9,0,0,0,0,0,5677,4306,0.0,339,67.8
8,9,0,0,0,0,0,5677,4306,0.0,340,68.0
9,10,0,0,0,0,0,5677,4304,0.0,341,68.2
8,10,0,0,0,0,0,5678,4304,0.0,342,68.4
7,8,0,0,0,0,0,5681,4304,0.0,343,68.6
7,7,0,0,0,0,0,5682,4304,0.0,344,68.8
7,7,0,0,0,0,0,5682,4304,0.0,345,69.0
7,7,0,0,0,0,0,5682,4304,0.0,346,69.2
9,7,0,0,0,0,0,5682,4302,0.0,347,69.4
10,6,0,0,0,0,0,5683,4301,0.0,348,69.6
10,7,0,0,0,0,0,5683,4300,0.0,349,69.8
10,6,0,0,0,0,0,5684,4300,0.0,350,70.0
10,5,0,0,0,0,0,5685,4300,0.0,351,70.2
10,5,0,0,0,0,0,5685,4300,0.0,352,70.4
10,5,0,0,0,0,0,5685,4300,0.0,353,70.6
9,5,0,0,0,0,0,5686,4300,0.0,354,70.8
9,5,0,0,0,0,0,5686,4300,0.0,355,71.0
9,5,0,0,0,0,0,5686,4300,0.0,356,71.2
9,4,0,0,0,0,0,5687,4300,0.0,357,71.4
9,4,0,0,0,0,0,5687,4300,0.0,358,71.6
9,4,0,0,0,0,0,5687,4300,0.0,359,71.8
9,4,0,0,0,0,0,5687,4300,0.0,360,72.0
8,5,0,0,0,0,0,5687,4300,0.0,361,72.2
8,5,0,0,0,0,0,5687,4300,0.0,362,72.4
10,4,0,0,0,0,0,5688,4298,0.0,363,72.6
10,3,0,0,0,0,0,5689,4298,0.0,364,72.8
8,5,0,0,0,0,0,5689,4298,0.0,365,73.0
8,5,0,0,0,0,0,5689,4298,0.0,366,73.2
8,5,0,0,0,0,0,5689,4298,0.0,367,73.4
7,6,0,0,0,0,0,5689,4298,0.0,368,73.6
7,6,0,0,0,0,0,5689,4298,0.0,369,73.8
7,6,0,0,0,0,0,5689,4298,0.0,370,74.0
7,6,0,0,0,0,0,5689,4298,0.0,371,74.2
7,6,0,0,0,0,0,5689,4298,0.0,372,74.4
8,5,0,0,0,0,0,5690,4297,0.0,373,74.6
6,6,0,0,0,0,0,5691,4297,0.0,374,74.8
6,5,0,0,0,0,0,5692,4297,0.0,375,75.0
8,5,0,0,0,0,0,5692,4295,0.0,376,75.2
7,6,0,0,0,0,0,5692,4295,0.0,377,75.4
6,6,0,0,0,0,0,5693,4295,0.0,378,75.6
6,5,0,0,0,0,0,5694,4295,0.0,379,75.8
5,6,0,0,0,0,0,5694,4295,0.0,380,76.0
4,7,0,0,0,0,0,5694,4295,0.0,381,76.2
3,8,0,0,0,0,0,5694,4295,0.0,382,76.4
3,8,0,0,0,0,0,5694,4295,0.0,383,76.6
3,8,0,0,0,0,0,5694,4295,0.0,384,76.8
2,8,0,0,0,0,0,5695,4295,0.0,385,77.0
2,7,0,0,0,0,0,5696,4295,0.0,386,77.2
2,7,0,0,0,0,0,5696,4295,0.0,387,77.4
2,6,0,0,0,0,0,5697,4295,0.0,388,77.6
1,7,0,0,0,0,0,5697,4295,0.0,389,77.8
1,7,0,0,0,0,0,5697,4295,0.0,390,78.0
0,7,0,0,0,0,0,5698,4295,0.0,391,78.2
0,6,0,0,0,0,0,5699,4295,0.0,392,78.4
0,6,0,0,0,0,0,5699,4295,0.0,393,78.6
0,6,0,0,0,0,0,5699,4295,0.0,394,78.8
0,5,0,0,0,0,0,5700,4295,0.0,395,79.0
0,5,0,0,0,0,0,5700,4295,0.0,396,79.2
0,5,0,0,0,0,0,5700,4295,0.0,397,79.4
0,5,0,0,0,0,0,5700,4295,0.0,398,79.6
0,3,0,0,0,0,0,5702,4295,0.0,399,79.8
0,3,0,0,0,0,0,5702,4295,0.0,400,80.0
0,3,0,0,0,0,0,5702,4295,0.0,401,80.2
0,2,0,0,0,0,0,5703,4295,0.0,402,80.4
0,2,0,0,0,0,0,5703,4295,0.0,403,80.6
0,2,0,0,0,0,0,5703,4295,0.0,404,80.8
0,2,0,0,0,0,0,5703,4295,0.0,405,81.0
0,2,0,0,0,0,0,5703,4295,0.0,406,81.2
0,2,0,0,0,0,0,5703,4295,0.0,407,81.4
0,2,0,0,0,0,0,5703,4295,0.0,408,81.6
0,2,0,0,0,0,0,5703,4295,0.0,409,81.8
0,1,0,0,0,0,0,5704,4295,0.0,410,82.0
0,1,0,0,0,0,0,5704,4295,0.0,411,82.2
0,1,0,0,0,0,0,5704,4295,0.0,412,82.4
0,1,0,0,0,0,0,5704,4295,0.0,413,82.6
0,1,0,0,0,0,0,5704,4295,0.0,414,82.8
0,0,0,0,0,0,0,5705,4295,0.0,415,83.0
