exposed,infected,n_general_tested,n_infected_tested,n_neighbors_tested,n_neighbors_traced,quarantined,recovered,susceptible,test_rate,step,day
30,12,0,0,0,0,0,33,9925,0.0,48,9.6
31,13,0,0,0,0,0,33,9923,0.0,49,9.8
33,15,0,0,0,0,0,33,9919,0.0,50,10.0
34,15,0,0,0,0,0,33,9918,0.0,51,10.2
35,15,0,0,0,0,0,35,9915,0.0,52,10.4
36,14,0,0,0,0,0,36,9914,0.0,53,10.6
36,16,0,0,0,0,0,36,9912,0.0,54,10.8
38,16,0,0,0,0,0,37,9909,0.0,55,11.0
38,16,0,0,0,0,0,38,9908,0.0,56,11.2
41,18,0,0,0,0,0,38,9903,0.0,57,11.4
41,18,0,0,0,0,0,38,9903,0.0,58,11.6
39,20,0,0,0,0,0,38,9903,0.0,59,11.8
38,21,0,0,0,0,0,40,9901,0.0,60,12.0
39,18,0,0,0,0,0,43,9900,0.0,61,12.2
44,19,0,0,0,0,0,43,9894,0.0,62,12.4
44,19,0,0,0,0,0,44,9893,0.0,63,12.6
45,19,0,0,0,0,0,46,9890,0.0,64,12.8
43,21,0,0,0,0,0,46,9890,0.0,65,13.0
40,26,0,0,0,0,0,46,9888,0.0,66,13.2
44,23,0,0,0,0,0,49,9884,0.0,67,13.4
45,24,0,0,0,0,0,49,9882,0.0,68,13.6
44,23,0,0,0,0,0,52,9881,0.0,69,13.8
44,26,0,0,0,0,0,52,9878,0.0,70,14.0
47,27,0,0,0,0,0,53,9873,0.0,71,14.2
46,28,0,0,0,0,0,55,9871,0.0,72,14.4
48,28,0,0,0,0,0,57,9867,0.0,73,14.6
47,28,0,0,0,0,0,59,9866,0.0,74,14.8
46,27,0,0,0,0,0,62,9865,0.0,75,15.0
42,30,0,0,0,0,0,64,9864,0.0,76,15.2
42,28,0,0,0,0,0,67,9863,0.0,77,15.4
45,26,0,0,0,0,0,71,9858,0.0,78,15.6
45,26,0,0,0,0,0,72,9857,0.0,79,15.8
43,28,0,0,0,0,0,72,9857,0.0,80,16.0
45,28,0,0,0,0,0,73,9854,0.0,81,16.2
45,28,0,0,0,0,0,76,9851,0.0,82,16.4
44,28,0,0,0,0,0,78,9850,0.0,83,16.6
43,32,0,0,0,0,0,79,9846,0.0,84,16.8
46,30,0,0,0,0,0,82,9842,0.0,85,17.0
47,32,0,0,0,0,0,85,9836,0.0,86,17.2
48,33,0,0,0,0,0,86,9833,0.0,87,17.4
54,33,0,0,0,0,0,88,9825,0.0,88,17.6
54,30,0,0,0,0,0,93,9823,0.0,89,17.8
52,33,0,0,0,0,0,94,9821,0.0,90,18.0
53,32,0,0,0,0,0,98,9817,0.0,91,18.2
56,32,0,0,0,0,0,99,9813,0.0,92,18.4
61,32,0,0,0,0,0,101,9806,0.0,93,18.6
60,32,0,0,0,0,0,104,9804,0.0,94,18.8
59,35,0,0,0,0,0,107,9799,0.0,95,19.0
62,33,0,0,0,0,0,110,9795,0.0,96,19.2
68,32,0,0,0,0,0,112,9788,0.0,97,19.4
70,31,0,0,0,0,0,115,9784,0.0,98,19.6
65,36,0,0,0,0,0,115,9784,0.0,99,19.8
68,35,0,0,0,0,0,118,9779,0.0,100,20.0
67,35,0,0,0,0,0,121,9777,0.0,101,20.2
68,36,0,0,0,0,0,124,9772,0.0,102,20.4
69,34,0,0,0,0,0,128,9769,0.0,103,20.6
71,34,0,0,0,0,0,128,9767,0.0,104,20.8
68,37,0,0,0,0,0,129,9766,0.0,105,21.0
70,37,0,0,0,0,0,131,9762,0.0,106,21.2
70,34,0,0,0,0,0,136,9760,0.0,107,21.4
70,32,0,0,0,0,0,139,9759,0.0,108,21.6
71,33,0,0,0,0,0,142,9754,0.0,109,21.8
75,34,0,0,0,0,0,142,9749,0.0,110,22.0
73,35,0,0,0,0,0,143,9749,0.0,111,22.2
74,37,0,0,0,0,0,145,9744,0.0,112,22.4
73,39,0,0,0,0,0,147,9741,0.0,113,22.6
79,38,0,0,0,0,0,149,9734,0.0,114,22.8
82,38,0,0,0,0,0,150,9730,0.0,115,23.0
85,37,0,0,0,0,0,152,9726,0.0,116,23.2
85,35,0,0,0,0,0,155,9725,0.0,117,23.4
93,36,0,0,0,0,0,157,9714,0.0,118,23.6
91,38,0,0,0,0,0,161,9710,0.0,119,23.8
93,39,0,0,0,0,0,162,9706,0.0,120,24.0
95,39,0,0,0,0,0,166,9700,0.0,121,24.2
95,38,0,0,0,0,0,171,9696,0.0,122,24.4
97,39,0,0,0,0,0,172,9692,0.0,123,24.6
99,40,0,0,0,0,0,173,9688,0.0,124,24.8
98,40,0,0,0,0,0,176,9686,0.0,125,25.0
100,38,0,0,0,0,0,182,9680,0.0,126,25.2
101,40,0,0,0,0,0,185,9674,0.0,127,25.4
100,40,0,0,0,0,0,188,9672,0.0,128,25.6
102,40,0,0,0,0,0,192,9666,0.0,129,25.8
104,41,0,0,0,0,0,194,9661,0.0,130,26.0
103,41,0,0,0,0,0,197,9659,0.0,131,26.2
103,37,0,0,0,0,0,202,9658,0.0,132,26.4
102,42,0,0,0,0,0,202,9654,0.0,133,26.6
104,44,0,0,0,0,0,203,9649,0.0,134,26.8
103,46,0,0,0,0,0,206,9645,0.0,135,27.0
104,46,0,0,0,0,0,210,9640,0.0,136,27.2
100,50,0,0,0,0,0,213,9637,0.0,137,27.4
101,48,0,0,0,0,0,217,9634,0.0,138,27.6
101,50,0,0,0,0,0,221,9628,0.0,139,27.8
104,51,0,0,0,0,0,223,9622,0.0,140,28.0
108,52,0,0,0,0,0,224,9616,0.0,141,28.2
107,56,0,0,0,0,0,226,9611,0.0,142,28.4
107,61,0,0,0,0,0,226,9606,0.0,143,28.6
112,60,0,0,0,0,0,230,9598,0.0,144,28.8
110,62,0,0,0,0,0,233,9595,0.0,145,29.0
113,65,0,0,0,0,0,236,9586,0.0,146,29.2
115,64,0,0,0,0,0,240,9581,0.0,147,29.4
115,65,0,0,0,0,0,242,9578,0.0,148,29.6
119,67,0,0,0,0,0,244,9570,0.0,149,29.8
127,63,0,0,0,0,0,250,9560,0.0,150,30.0
127,64,0,0,0,0,0,253,9556,0.0,151,30.2
130,67,0,0,0,0,0,256,9547,0.0,152,30.4
134,67,0,0,0,0,0,262,9537,0.0,153,30.6
132,69,0,0,0,0,0,269,9530,0.0,154,30.8
134,68,0,0,0,0,0,274,9524,0.0,155,31.0
128,76,0,0,0,0,0,277,9519,0.0,156,31.2
127,80,0,0,0,0,0,282,9511,0.0,157,31.4
130,78,0,0,0,0,0,288,9504,0.0,158,31.6
132,75,0,0,0,0,0,295,9498,0.0,159,31.8
132,76,0,0,0,0,0,298,9494,0.0,160,32.0
133,75,0,0,0,0,0,303,9489,0.0,161,32.2
131,74,0,0,0,0,0,310,9485,0.0,162,32.4
134,74,0,0,0,0,0,314,9478,0.0,163,32.6
133,76,0,0,0,0,0,318,9473,0.0,164,32.8
132,76,0,0,0,0,0,323,9469,0.0,165,33.0
136,77,0,0,0,0,0,327,9460,0.0,166,33.2
144,77,0,0,0,0,0,330,9449,0.0,167,33.4
154,76,0,0,0,0,0,335,9435,0.0,168,33.6
156,76,0,0,0,0,0,339,9429,0.0,169,33.8
157,79,0,0,0,0,0,342,9422,0.0,170,34.0
161,79,0,0,0,0,0,346,9414,0.0,171,34.2
158,80,0,0,0,0,0,354,9408,0.0,172,34.4
161,77,0,0,0,0,0,362,9400,0.0,173,34.6
171,76,0,0,0,0,0,366,9387,0.0,174,34.8
171,82,0,0,0,0,0,367,9380,0.0,175,35.0
168,87,0,0,0,0,0,371,9374,0.0,176,35.2
170,91,0,0,0,0,0,373,9366,0.0,177,35.4
171,89,0,0,0,0,0,380,9360,0.0,178,35.6
166,92,0,0,0,0,0,387,9355,0.0,179,35.8
165,94,0,0,0,0,0,393,9348,0.0,180,36.0
169,99,0,0,0,0,0,395,9337,0.0,181,36.2
173,101,0,0,0,0,0,399,9327,0.0,182,36.4
174,102,0,0,0,0,0,406,9318,0.0,183,36.6
185,102,0,0,0,0,0,411,9302,0.0,184,36.8
188,105,0,0,0,0,0,417,9290,0.0,185,37.0
193,106,0,0,0,0,0,421,9280,0.0,186,37.2
197,108,0,0,0,0,0,428,9267,0.0,187,37.4
207,112,0,0,0,0,0,434,9247,0.0,188,37.6
209,118,0,0,0,0,0,439,9234,0.0,189,37.8
207,120,0,0,0,0,0,446,9227,0.0,190,38.0
205,127,0,0,0,0,0,451,9217,0.0,191,38.2
209,125,0,0,0,0,0,459,9207,0.0,192,38.4
214,132,0,0,0,0,0,463,9191,0.0,193,38.6
210,138,0,0,0,0,0,469,9183,0.0,194,38.8
222,130,0,0,0,0,0,479,9169,0.0,195,39.0
232,131,0,0,0,0,0,485,9152,0.0,196,39.2
238,135,0,0,0,0,0,493,9134,0.0,197,39.4
243,132,0,0,0,0,0,502,9123,0.0,198,39.6
246,132,0,0,0,0,0,510,9112,0.0,199,39.8
247,132,0,0,0,0,0,519,9102,0.0,200,40.0
248,135,0,0,0,0,0,527,9090,0.0,201,40.2
252,137,0,0,0,0,0,537,9074,0.0,202,40.4
251,134,0,0,0,0,0,549,9066,0.0,203,40.6
253,137,0,0,0,0,0,554,9056,0.0,204,40.8
258,135,0,0,0,0,0,562,9045,0.0,205,41.0
261,135,0,0,0,0,0,573,9031,0.0,206,41.2
263,134,0,0,0,0,0,581,9022,0.0,207,41.4
272,137,0,0,0,0,0,589,9002,0.0,208,41.6
275,136,0,0,0,0,0,599,8990,0.0,209,41.8
280,142,0,0,0,0,0,609,8969,0.0,210,42.0
283,140,0,0,0,0,0,619,8958,0.0,211,42.2
279,144,0,0,0,0,0,631,8946,0.0,212,42.4
279,146,0,0,0,0,0,641,8934,0.0,213,42.6
278,144,0,0,0,0,0,653,8925,0.0,214,42.8
272,149,0,0,0,0,0,659,8920,0.0,215,43.0
276,153,0,0,0,0,0,662,8909,0.0,216,43.2
274,157,0,0,0,0,0,671,8898,0.0,217,43.4
275,150,0,0,0,0,0,688,8887,0.0,218,43.6
270,151,0,0,0,0,0,701,8878,0.0,219,43.8
274,156,0,0,0,0,0,708,8862,0.0,220,44.0
273,153,0,0,0,0,0,723,8851,0.0,221,44.2
271,155,0,0,0,0,0,736,8838,0.0,222,44.4
276,151,0,0,0,0,0,749,8824,0.0,223,44.6
279,152,0,0,0,0,0,757,8812,0.0,224,44.8
285,157,0,0,0,0,0,763,8795,0.0,225,45.0
290,166,0,0,0,0,0,766,8778,0.0,226,45.2
297,163,0,0,0,0,0,780,8760,0.0,227,45.4
301,165,0,0,0,0,0,790,8744,0.0,228,45.6
295,161,0,0,0,0,0,806,8738,0.0,229,45.8
293,157,0,0,0,0,0,821,8729,0.0,230,46.0
306,154,0,0,0,0,0,835,8705,0.0,231,46.2
305,152,0,0,0,0,0,846,8697,0.0,232,46.4
313,144,0,0,0,0,0,859,8684,0.0,233,46.6
323,142,0,0,0,0,0,870,8665,0.0,234,46.8
324,139,0,0,0,0,0,882,8655,0.0,235,47.0
331,144,0,0,0,0,0,888,8637,0.0,236,47.2
333,144,0,0,0,0,0,897,8626,0.0,237,47.4
330,142,0,0,0,0,0,912,8616,0.0,238,47.6
329,149,0,0,0,0,0,919,8603,0.0,239,47.8
327,158,0,0,0,0,0,925,8590,0.0,240,48.0
331,163,0,0,0,0,0,932,8574,0.0,241,48.2
335,158,0,0,0,0,0,947,8560,0.0,242,48.4
339,160,0,0,0,0,0,957,8544,0.0,243,48.6
336,163,0,0,0,0,0,969,8532,0.0,244,48.8
335,167,0,0,0,0,0,981,8517,0.0,245,49.0
340,165,0,0,0,0,0,993,8502,0.0,246,49.2
344,167,0,0,0,0,0,1005,8484,0.0,247,49.4
350,163,0,0,0,0,0,1017,8470,0.0,248,49.6
351,172,0,0,0,0,0,1024,8453,0.0,249,49.8
349,171,0,0,0,0,0,1041,8439,0.0,250,50.0
349,182,0,0,0,0,0,1050,8419,0.0,251,50.2
348,188,0,0,0,0,0,1061,8403,0.0,252,50.4
358,184,0,0,0,0,0,1077,8381,0.0,253,50.6
354,183,0,0,0,0,0,1092,8371,0.0,254,50.8
352,184,0,0,0,0,0,1102,8362,0.0,255,51.0
355,183,0,0,0,0,0,1115,8347,0.0,256,51.2
372,186,0,0,0,0,0,1125,8317,0.0,257,51.4
370,187,0,0,0,0,0,1139,8304,0.0,258,51.6
364,190,0,0,0,0,0,1154,8292,0.0,259,51.8
375,185,0,0,0,0,0,1165,8275,0.0,260,52.0
382,185,0,0,0,0,0,1175,8258,0.0,261,52.2
385,183,0,0,0,0,0,1188,8244,0.0,262,52.4
400,180,0,0,0,0,0,1196,8224,0.0,263,52.6
395,186,0,0,0,0,0,1208,8211,0.0,264,52.8
401,189,0,0,0,0,0,1218,8192,0.0,265,53.0
399,184,0,0,0,0,0,1236,8181,0.0,266,53.2
403,186,0,0,0,0,0,1247,8164,0.0,267,53.4
403,186,0,0,0,0,0,1263,8148,0.0,268,53.6
398,191,0,0,0,0,0,1277,8134,0.0,269,53.8
407,185,0,0,0,0,0,1292,8116,0.0,270,54.0
423,180,0,0,0,0,0,1302,8095,0.0,271,54.2
406,194,0,0,0,0,0,1315,8085,0.0,272,54.4
408,197,0,0,0,0,0,1329,8066,0.0,273,54.6
401,211,0,0,0,0,0,1338,8050,0.0,274,54.8
402,213,0,0,0,0,0,1352,8033,0.0,275,55.0
399,219,0,0,0,0,0,1365,8017,0.0,276,55.2
400,214,0,0,0,0,0,1387,7999,0.0,277,55.4
408,211,0,0,0,0,0,1402,7979,0.0,278,55.6
408,220,0,0,0,0,0,1411,7961,0.0,279,55.8
402,227,0,0,0,0,0,1425,7946,0.0,280,56.0
403,234,0,0,0,0,0,1437,7926,0.0,281,56.2
410,238,0,0,0,0,0,1449,7903,0.0,282,56.4
408,243,0,0,0,0,0,1463,7886,0.0,283,56.6
413,238,0,0,0,0,0,1477,7872,0.0,284,56.8
414,242,0,0,0,0,0,1490,7854,0.0,285,57.0
417,245,0,0,0,0,0,1505,7833,0.0,286,57.2
416,246,0,0,0,0,0,1525,7813,0.0,287,57.4
423,242,0,0,0,0,0,1540,7795,0.0,288,57.6
422,253,0,0,0,0,0,1553,7772,0.0,289,57.8
435,250,0,0,0,0,0,1568,7747,0.0,290,58.0
448,254,0,0,0,0,0,1581,7717,0.0,291,58.2
447,255,0,0,0,0,0,1598,7700,0.0,292,58.4
449,253,0,0,0,0,0,1617,7681,0.0,293,58.6
452,246,0,0,0,0,0,1637,7665,0.0,294,58.8
451,246,0,0,0,0,0,1657,7646,0.0,295,59.0
454,245,0,0,0,0,0,1677,7624,0.0,296,59.2
462,240,0,0,0,0,0,1693,7605,0.0,297,59.4
460,250,0,0,0,0,0,1704,7586,0.0,298,59.6
458,255,0,0,0,0,0,1716,7571,0.0,299,59.8
464,253,0,0,0,0,0,1732,7551,0.0,300,60.0
467,255,0,0,0,0,0,1750,7528,0.0,301,60.2
472,254,0,0,0,0,0,1764,7510,0.0,302,60.4
476,263,0,0,0,0,0,1775,7486,0.0,303,60.6
480,262,0,0,0,0,0,1793,7465,0.0,304,60.8
478,263,0,0,0,0,0,1809,7450,0.0,305,61.0
474,274,0,0,0,0,0,1818,7434,0.0,306,61.2
476,274,0,0,0,0,0,1836,7414,0.0,307,61.4
477,281,0,0,0,0,0,1849,7393,0.0,308,61.6
469,279,0,0,0,0,0,1873,7379,0.0,309,61.8
467,279,0,0,0,0,0,1892,7362,0.0,310,62.0
464,275,0,0,0,0,0,1916,7345,0.0,311,62.2
461,276,0,0,0,0,0,1934,7329,0.0,312,62.4
466,278,0,0,0,0,0,1948,7308,0.0,313,62.6
454,287,0,0,0,0,0,1960,7299,0.0,314,62.8
460,286,0,0,0,0,0,1978,7276,0.0,315,63.0
453,286,0,0,0,0,0,1996,7265,0.0,316,63.2
452,280,0,0,0,0,0,2016,7252,0.0,317,63.4
457,287,0,0,0,0,0,2026,7230,0.0,318,63.6
458,284,0,0,0,0,0,2044,7214,0.0,319,63.8
460,285,0,0,0,0,0,2064,7191,0.0,320,64.0
468,270,0,0,0,0,0,2091,7171,0.0,321,64.2
469,273,0,0,0,0,0,2105,7153,0.0,322,64.4
472,269,0,0,0,0,0,2123,7136,0.0,323,64.6
476,273,0,0,0,0,0,2136,7115,0.0,324,64.8
469,276,0,0,0,0,0,2150,7105,0.0,325,65.0
480,278,0,0,0,0,0,2169,7073,0.0,326,65.2
483,285,0,0,0,0,0,2177,7055,0.0,327,65.4
489,286,0,0,0,0,0,2196,7029,0.0,328,65.6
495,286,0,0,0,0,0,2211,7008,0.0,329,65.8
500,272,0,0,0,0,0,2234,6994,0.0,330,66.0
505,269,0,0,0,0,0,2255,6971,0.0,331,66.2
506,273,0,0,0,0,0,2274,6947,0.0,332,66.4
508,278,0,0,0,0,0,2290,6924,0.0,333,66.6
501,287,0,0,0,0,0,2304,6908,0.0,334,66.8
508,286,0,0,0,0,0,2322,6884,0.0,335,67.0
506,288,0,0,0,0,0,2348,6858,0.0,336,67.2
496,298,0,0,0,0,0,2360,6846,0.0,337,67.4
492,307,0,0,0,0,0,2377,6824,0.0,338,67.6
492,303,0,0,0,0,0,2398,6807,0.0,339,67.8
496,296,0,0,0,0,0,2422,6786,0.0,340,68.0
499,301,0,0,0,0,0,2443,6757,0.0,341,68.2
495,309,0,0,0,0,0,2457,6739,0.0,342,68.4
497,315,0,0,0,0,0,2470,6718,0.0,343,68.6
497,319,0,0,0,0,0,2487,6697,0.0,344,68.8
491,326,0,0,0,0,0,2504,6679,0.0,345,69.0
495,325,0,0,0,0,0,2520,6660,0.0,346,69.2
493,326,0,0,0,0,0,2537,6644,0.0,347,69.4
495,324,0,0,0,0,0,2557,6624,0.0,348,69.6
493,328,0,0,0,0,0,2578,6601,0.0,349,69.8
505,327,0,0,0,0,0,2598,6570,0.0,350,70.0
497,331,0,0,0,0,0,2621,6551,0.0,351,70.2
499,332,0,0,0,0,0,2640,6529,0.0,352,70.4
500,322,0,0,0,0,0,2665,6513,0.0,353,70.6
503,325,0,0,0,0,0,2683,6489,0.0,354,70.8
509,323,0,0,0,0,0,2700,6468,0.0,355,71.0
504,321,0,0,0,0,0,2723,6452,0.0,356,71.2
509,325,0,0,0,0,0,2741,6425,0.0,357,71.4
509,337,0,0,0,0,0,2759,6395,0.0,358,71.6
513,342,0,0,0,0,0,2776,6369,0.0,359,71.8
515,346,0,0,0,0,0,2795,6344,0.0,360,72.0
505,351,0,0,0,0,0,2817,6327,0.0,361,72.2
511,334,0,0,0,0,0,2845,6310,0.0,362,72.4
514,336,0,0,0,0,0,2860,6290,0.0,363,72.6
517,340,0,0,0,0,0,2872,6271,0.0,364,72.8
521,340,0,0,0,0,0,2893,6246,0.0,365,73.0
517,336,0,0,0,0,0,2914,6233,0.0,366,73.2
524,325,0,0,0,0,0,2937,6214,0.0,367,73.4
519,334,0,0,0,0,0,2955,6192,0.0,368,73.6
529,336,0,0,0,0,0,2969,6166,0.0,369,73.8
527,343,0,0,0,0,0,2988,6142,0.0,370,74.0
522,339,0,0,0,0,0,3019,6120,0.0,371,74.2
521,334,0,0,0,0,0,3042,6103,0.0,372,74.4
512,338,0,0,0,0,0,3060,6090,0.0,373,74.6
509,347,0,0,0,0,0,3075,6069,0.0,374,74.8
504,347,0,0,0,0,0,3099,6050,0.0,375,75.0
503,350,0,0,0,0,0,3117,6030,0.0,376,75.2
500,347,0,0,0,0,0,3140,6013,0.0,377,75.4
498,338,0,0,0,0,0,3168,5996,0.0,378,75.6
509,328,0,0,0,0,0,3189,5974,0.0,379,75.8
510,316,0,0,0,0,0,3219,5955,0.0,380,76.0
508,316,0,0,0,0,0,3239,5937,0.0,381,76.2
510,318,0,0,0,0,0,3255,5917,0.0,382,76.4
504,322,0,0,0,0,0,3280,5894,0.0,383,76.6
516,302,0,0,0,0,0,3313,5869,0.0,384,76.8
507,311,0,0,0,0,0,3328,5854,0.0,385,77.0
503,316,0,0,0,0,0,3342,5839,0.0,386,77.2
493,318,0,0,0,0,0,3361,5828,0.0,387,77.4
489,310,0,0,0,0,0,3390,5811,0.0,388,77.6
480,326,0,0,0,0,0,3399,5795,0.0,389,77.8
479,327,0,0,0,0,0,3422,5772,0.0,390,78.0
482,322,0,0,0,0,0,3445,5751,0.0,391,78.2
481,321,0,0,0,0,0,3463,5735,0.0,392,78.4
475,322,0,0,0,0,0,3484,5719,0.0,393,78.6
478,319,0,0,0,0,0,3505,5698,0.0,394,78.8
477,321,0,0,0,0,0,3524,5678,0.0,395,79.0
489,313,0,0,0,0,0,3543,5655,0.0,396,79.2
485,316,0,0,0,0,0,3562,5637,0.0,397,79.4
483,317,0,0,0,0,0,3584,5616,0.0,398,79.6
487,317,0,0,0,0,0,3598,5598,0.0,399,79.8
489,315,0,0,0,0,0,3617,5579,0.0,400,80.0
491,313,0,0,0,0,0,3634,5562,0.0,401,80.2
495,303,0,0,0,0,0,3654,5548,0.0,402,80.4
485,302,0,0,0,0,0,3673,5540,0.0,403,80.6
485,299,0,0,0,0,0,3696,5520,0.0,404,80.8
482,300,0,0,0,0,0,3716,5502,0.0,405,81.0
469,303,0,0,0,0,0,3737,5491,0.0,406,81.2
469,308,0,0,0,0,0,3754,5469,0.0,407,81.4
471,300,0,0,0,0,0,3778,5451,0.0,408,81.6
464,301,0,0,0,0,0,3799,5436,0.0,409,81.8
464,301,0,0,0,0,0,3819,5416,0.0,410,82.0
458,304,0,0,0,0,0,3833,5405,0.0,411,82.2
466,294,0,0,0,0,0,3855,5385,0.0,412,82.4
460,301,0,0,0,0,0,3869,5370,0.0,413,82.6
457,308,0,0,0,0,0,3887,5348,0.0,414,82.8
453,303,0,0,0,0,0,3909,5335,0.0,415,83.0
453,301,0,0,0,0,0,3927,5319,0.0,416,83.2
459,296,0,0,0,0,0,3948,5297,0.0,417,83.4
455,289,0,0,0,0,0,3972,5284,0.0,418,83.6
451,292,0,0,0,0,0,3990,5267,0.0,419,83.8
442,292,0,0,0,0,0,4008,5258,0.0,420,84.0
437,299,0,0,0,0,0,4022,5242,0.0,421,84.2
434,299,0,0,0,0,0,4038,5229,0.0,422,84.4
438,296,0,0,0,0,0,4059,5207,0.0,423,84.6
439,289,0,0,0,0,0,4081,5191,0.0,424,84.8
438,294,0,0,0,0,0,4093,5175,0.0,425,85.0
436,287,0,0,0,0,0,4117,5160,0.0,426,85.2
440,278,0,0,0,0,0,4137,5145,0.0,427,85.4
428,282,0,0,0,0,0,4156,5134,0.0,428,85.6
422,285,0,0,0,0,0,4170,5123,0.0,429,85.8
423,285,0,0,0,0,0,4189,5103,0.0,430,86.0
417,295,0,0,0,0,0,4198,5090,0.0,431,86.2
417,291,0,0,0,0,0,4216,5076,0.0,432,86.4
411,291,0,0,0,0,0,4233,5065,0.0,433,86.6
410,288,0,0,0,0,0,4254,5048,0.0,434,86.8
410,287,0,0,0,0,0,4268,5035,0.0,435,87.0
410,287,0,0,0,0,0,4284,5019,0.0,436,87.2
416,284,0,0,0,0,0,4299,5001,0.0,437,87.4
412,280,0,0,0,0,0,4320,4988,0.0,438,87.6
414,280,0,0,0,0,0,4338,4968,0.0,439,87.8
416,275,0,0,0,0,0,4360,4949,0.0,440,88.0
405,275,0,0,0,0,0,4379,4941,0.0,441,88.2
402,269,0,0,0,0,0,4403,4926,0.0,442,88.4
397,270,0,0,0,0,0,4422,4911,0.0,443,88.6
389,279,0,0,0,0,0,4438,4894,0.0,444,88.8
385,286,0,0,0,0,0,4445,4884,0.0,445,89.0
385,282,0,0,0,0,0,4461,4872,0.0,446,89.2
381,272,0,0,0,0,0,4486,4861,0.0,447,89.4
372,270,0,0,0,0,0,4509,4849,0.0,448,89.6
370,263,0,0,0,0,0,4526,4841,0.0,449,89.8
366,264,0,0,0,0,0,4542,4828,0.0,450,90.0
365,262,0,0,0,0,0,4561,4812,0.0,451,90.2
365,267,0,0,0,0,0,4572,4796,0.0,452,90.4
370,268,0,0,0,0,0,4583,4779,0.0,453,90.6
358,268,0,0,0,0,0,4604,4770,0.0,454,90.8
352,269,0,0,0,0,0,4619,4760,0.0,455,91.0
348,252,0,0,0,0,0,4647,4753,0.0,456,91.2
346,252,0,0,0,0,0,4662,4740,0.0,457,91.4
352,245,0,0,0,0,0,4680,4723,0.0,458,91.6
353,236,0,0,0,0,0,4696,4715,0.0,459,91.8
350,237,0,0,0,0,0,4711,4702,0.0,460,92.0
348,233,0,0,0,0,0,4725,4694,0.0,461,92.2
348,229,0,0,0,0,0,4740,4683,0.0,462,92.4
355,230,0,0,0,0,0,4750,4665,0.0,463,92.6
345,228,0,0,0,0,0,4771,4656,0.0,464,92.8
338,231,0,0,0,0,0,4783,4648,0.0,465,93.0
342,235,0,0,0,0,0,4791,4632,0.0,466,93.2
338,229,0,0,0,0,0,4814,4619,0.0,467,93.4
341,225,0,0,0,0,0,4827,4607,0.0,468,93.6
344,227,0,0,0,0,0,4835,4594,0.0,469,93.8
